,day,month,numChecklists,numContributors,numSpecies,state,Year
68,9,3,16,16,53,DC,2016
69,10,3,8,13,57,DC,2016
70,11,3,9,16,58,DC,2016
71,12,3,21,23,75,DC,2016
72,13,3,20,14,79,DC,2016
73,14,3,12,12,69,DC,2016
74,15,3,18,19,56,DC,2016
75,16,3,15,18,61,DC,2016
76,17,3,12,18,62,DC,2016
77,18,3,13,15,60,DC,2016
78,19,3,16,15,71,DC,2016
79,20,3,21,18,74,DC,2016
80,21,3,10,12,45,DC,2016
81,22,3,12,12,48,DC,2016
82,23,3,13,14,49,DC,2016
83,24,3,11,13,64,DC,2016
84,25,3,11,14,64,DC,2016
85,26,3,26,25,73,DC,2016
86,27,3,17,16,72,DC,2016
87,28,3,12,10,60,DC,2016
88,29,3,8,14,50,DC,2016
89,30,3,10,15,52,DC,2016
90,31,3,19,15,59,DC,2016
91,1,4,14,16,53,DC,2016
92,2,4,17,21,75,DC,2016
93,3,4,27,21,79,DC,2016
94,4,4,19,22,67,DC,2016
95,5,4,14,17,61,DC,2016
96,6,4,15,23,67,DC,2016
97,7,4,13,14,57,DC,2016
98,8,4,24,25,82,DC,2016
99,9,4,28,21,80,DC,2016
100,10,4,36,27,83,DC,2016
101,11,4,14,22,69,DC,2016
102,12,4,27,27,78,DC,2016
103,13,4,21,25,70,DC,2016
104,14,4,17,21,70,DC,2016
105,15,4,26,24,71,DC,2016
106,16,4,47,41,83,DC,2016
107,17,4,33,34,79,DC,2016
108,18,4,15,18,65,DC,2016
109,19,4,26,32,65,DC,2016
110,20,4,20,25,77,DC,2016
111,21,4,24,26,76,DC,2016
112,22,4,14,17,77,DC,2016
113,23,4,42,40,101,DC,2016
114,24,4,64,43,107,DC,2016
115,25,4,22,22,98,DC,2016
116,26,4,23,25,95,DC,2016
117,27,4,14,18,99,DC,2016
118,28,4,19,23,92,DC,2016
119,29,4,31,29,106,DC,2016
120,30,4,67,50,131,DC,2016
121,1,5,25,22,103,DC,2016
122,2,5,42,42,125,DC,2016
123,3,5,34,33,122,DC,2016
124,4,5,50,49,133,DC,2016
125,5,5,33,32,126,DC,2016
126,6,5,18,17,113,DC,2016
127,7,5,79,52,142,DC,2016
128,8,5,55,49,142,DC,2016
129,9,5,37,31,114,DC,2016
130,10,5,25,32,111,DC,2016
131,11,5,24,32,111,DC,2016
132,12,5,52,37,114,DC,2016
133,13,5,27,26,106,DC,2016
134,14,5,89,45,127,DC,2016
135,15,5,37,31,117,DC,2016
136,16,5,34,29,109,DC,2016
137,17,5,14,20,99,DC,2016
138,18,5,24,29,95,DC,2016
139,19,5,25,34,102,DC,2016
140,20,5,41,44,106,DC,2016
141,21,5,17,22,78,DC,2016
142,22,5,18,16,81,DC,2016
143,23,5,20,25,81,DC,2016
144,24,5,22,30,93,DC,2016
145,25,5,16,18,84,DC,2016
146,26,5,15,18,66,DC,2016
147,27,5,15,14,70,DC,2016
148,28,5,25,27,78,DC,2016
149,29,5,13,15,73,DC,2016
150,30,5,13,11,72,DC,2016
151,31,5,11,13,58,DC,2016
152,1,6,7,11,59,DC,2016
153,2,6,10,14,66,DC,2016
154,3,6,11,8,52,DC,2016
155,4,6,9,11,57,DC,2016
156,5,6,13,10,72,DC,2016
157,6,6,6,10,55,DC,2016
158,7,6,8,13,62,DC,2016
159,8,6,11,10,49,DC,2016
160,9,6,11,7,43,DC,2016
161,10,6,9,15,62,DC,2016
162,11,6,15,18,62,DC,2016
163,12,6,9,11,66,DC,2016
164,13,6,17,14,62,DC,2016
165,14,6,8,13,56,DC,2016
166,15,6,6,9,61,DC,2016
167,16,6,5,10,53,DC,2016
168,17,6,7,13,53,DC,2016
169,18,6,7,11,69,DC,2016
170,19,6,3,5,42,DC,2016
171,20,6,3,11,45,DC,2016
172,21,6,7,8,45,DC,2016
173,22,6,18,11,63,DC,2016
174,23,6,9,12,49,DC,2016
175,24,6,8,11,63,DC,2016
176,25,6,12,16,64,DC,2016
177,26,6,6,7,70,DC,2016
178,27,6,6,13,57,DC,2016
179,28,6,3,5,18,DC,2016
180,29,6,5,8,38,DC,2016
181,30,6,4,10,44,DC,2016
182,1,7,9,13,52,DC,2016
183,2,7,8,7,43,DC,2016
184,3,7,15,14,68,DC,2016
185,4,7,9,9,55,DC,2016
186,5,7,5,10,44,DC,2016
187,6,7,5,8,45,DC,2016
188,7,7,6,11,55,DC,2016
189,8,7,2,5,34,DC,2016
190,9,7,5,7,51,DC,2016
191,10,7,16,14,72,DC,2016
192,11,7,13,15,63,DC,2016
193,12,7,10,15,65,DC,2016
194,13,7,5,7,58,DC,2016
195,14,7,5,8,40,DC,2016
196,15,7,4,5,43,DC,2016
197,16,7,15,20,77,DC,2016
198,17,7,8,7,62,DC,2016
199,18,7,5,5,39,DC,2016
200,19,7,6,9,44,DC,2016
201,20,7,7,13,59,DC,2016
202,21,7,6,10,46,DC,2016
203,22,7,8,11,52,DC,2016
204,23,7,13,13,56,DC,2016
205,24,7,10,10,61,DC,2016
206,25,7,8,10,49,DC,2016
207,26,7,11,15,65,DC,2016
208,27,7,8,12,50,DC,2016
209,28,7,4,7,42,DC,2016
210,29,7,6,8,47,DC,2016
211,30,7,5,5,44,DC,2016
212,31,7,6,6,54,DC,2016
213,1,8,6,10,50,DC,2016
214,2,8,9,9,58,DC,2016
215,3,8,6,10,42,DC,2016
216,4,8,2,6,34,DC,2016
217,5,8,6,8,51,DC,2016
218,6,8,2,5,42,DC,2016
219,7,8,8,8,53,DC,2016
220,8,8,4,8,51,DC,2016
221,9,8,2,6,30,DC,2016
222,10,8,6,11,58,DC,2016
223,11,8,2,3,30,DC,2016
224,12,8,5,4,44,DC,2016
225,13,8,6,9,48,DC,2016
226,14,8,32,18,65,DC,2016
227,15,8,27,24,44,DC,2016
228,16,8,70,45,67,DC,2016
229,17,8,45,45,65,DC,2016
230,18,8,38,39,68,DC,2016
231,19,8,90,69,78,DC,2016
232,20,8,62,52,80,DC,2016
233,21,8,42,35,68,DC,2016
234,22,8,14,13,76,DC,2016
235,23,8,16,20,73,DC,2016
236,24,8,16,16,74,DC,2016
237,25,8,14,14,66,DC,2016
238,26,8,6,11,55,DC,2016
239,27,8,18,13,77,DC,2016
240,28,8,20,13,70,DC,2016
241,29,8,6,7,61,DC,2016
242,30,8,14,15,68,DC,2016
243,31,8,9,10,52,DC,2016
244,1,9,8,8,54,DC,2016
245,2,9,21,18,93,DC,2016
246,3,9,17,13,86,DC,2016
247,4,9,26,20,89,DC,2016
248,5,9,26,17,98,DC,2016
249,6,9,16,19,82,DC,2016
250,7,9,21,21,87,DC,2016
251,8,9,18,16,67,DC,2016
252,9,9,15,13,68,DC,2016
253,10,9,43,26,87,DC,2016
254,11,9,34,28,83,DC,2016
255,12,9,15,13,60,DC,2016
256,13,9,15,11,68,DC,2016
257,14,9,21,18,80,DC,2016
258,15,9,25,21,87,DC,2016
259,16,9,16,12,73,DC,2016
260,17,9,49,30,93,DC,2016
261,18,9,33,32,98,DC,2016
262,19,9,9,13,61,DC,2016
263,20,9,21,21,83,DC,2016
264,21,9,20,22,74,DC,2016
265,22,9,11,12,59,DC,2016
266,23,9,9,12,66,DC,2016
267,24,9,19,17,85,DC,2016
268,25,9,32,24,95,DC,2016
269,26,9,17,11,79,DC,2016
270,27,9,19,21,71,DC,2016
271,28,9,19,22,68,DC,2016
272,29,9,4,8,19,DC,2016
273,30,9,12,13,60,DC,2016
274,1,10,20,18,62,DC,2016
275,2,10,31,28,96,DC,2016
276,3,10,23,26,86,DC,2016
277,4,10,20,17,81,DC,2016
278,5,10,22,19,64,DC,2016
279,6,10,14,17,68,DC,2016
280,7,10,10,14,59,DC,2016
281,8,10,21,13,79,DC,2016
282,9,10,13,11,88,DC,2016
283,10,10,23,16,99,DC,2016
284,11,10,21,24,92,DC,2016
285,12,10,10,18,69,DC,2016
286,13,10,8,14,59,DC,2016
287,14,10,26,21,73,DC,2016
288,15,10,14,12,78,DC,2016
289,16,10,36,31,88,DC,2016
290,17,10,8,9,59,DC,2016
291,18,10,13,16,65,DC,2016
292,19,10,22,22,70,DC,2016
293,20,10,8,8,54,DC,2016
294,21,10,17,16,67,DC,2016
295,22,10,7,10,56,DC,2016
296,23,10,19,16,81,DC,2016
297,24,10,15,16,81,DC,2016
298,25,10,11,11,63,DC,2016
299,26,10,13,14,73,DC,2016
300,27,10,12,12,57,DC,2016
301,28,10,13,14,52,DC,2016
302,29,10,9,11,78,DC,2016
303,30,10,12,12,77,DC,2016
304,31,10,11,12,60,DC,2016
305,1,11,8,12,63,DC,2016
306,2,11,25,22,81,DC,2016
307,3,11,14,11,56,DC,2016
308,4,11,12,11,58,DC,2016
309,5,11,14,15,87,DC,2016
310,6,11,20,14,73,DC,2016
311,7,11,6,9,48,DC,2016
312,8,11,6,10,48,DC,2016
313,9,11,7,9,35,DC,2016
314,10,11,13,8,52,DC,2016
315,11,11,14,10,67,DC,2016
316,12,11,24,28,85,DC,2016
317,13,11,23,21,88,DC,2016
318,14,11,6,8,43,DC,2016
319,15,11,12,10,57,DC,2016
320,16,11,12,17,39,DC,2016
321,17,11,6,10,45,DC,2016
322,18,11,21,18,54,DC,2016
323,19,11,13,9,65,DC,2016
324,20,11,16,13,66,DC,2016
325,21,11,10,8,59,DC,2016
326,22,11,13,11,66,DC,2016
327,23,11,9,12,50,DC,2016
328,24,11,10,12,57,DC,2016
329,25,11,16,17,68,DC,2016
330,26,11,7,15,54,DC,2016
331,27,11,2,2,32,DC,2016
332,28,11,6,11,37,DC,2016
333,29,11,2,2,23,DC,2016
334,30,11,6,9,39,DC,2016
335,1,12,17,9,47,DC,2016
336,2,12,6,6,33,DC,2016
337,3,12,22,10,68,DC,2016
338,4,12,22,17,72,DC,2016
339,5,12,8,7,61,DC,2016
340,6,12,2,4,42,DC,2016
341,7,12,8,7,43,DC,2016
342,8,12,12,12,63,DC,2016
343,9,12,9,5,51,DC,2016
344,10,12,11,12,70,DC,2016
345,11,12,12,11,63,DC,2016
346,12,12,7,7,52,DC,2016
347,13,12,18,7,47,DC,2016
348,14,12,12,11,52,DC,2016
349,15,12,5,5,33,DC,2016
350,16,12,7,8,32,DC,2016
351,17,12,41,32,77,DC,2016
352,18,12,9,11,59,DC,2016
353,19,12,6,6,41,DC,2016
354,20,12,21,18,68,DC,2016
355,21,12,15,13,51,DC,2016
356,22,12,19,14,60,DC,2016
357,23,12,5,11,42,DC,2016
358,24,12,5,3,34,DC,2016
359,25,12,7,7,43,DC,2016
360,26,12,8,9,56,DC,2016
361,27,12,36,14,71,DC,2016
362,28,12,15,19,59,DC,2016
363,29,12,14,14,47,DC,2016
364,30,12,18,20,50,DC,2016
365,31,12,43,34,75,DC,2016
0,1,1,101,35,76,DC,2017
1,2,1,32,17,65,DC,2017
2,3,1,20,20,64,DC,2017
3,4,1,31,27,66,DC,2017
4,5,1,40,28,76,DC,2017
5,6,1,30,25,50,DC,2017
6,7,1,53,27,72,DC,2017
7,8,1,40,28,68,DC,2017
8,9,1,19,20,63,DC,2017
9,10,1,28,18,60,DC,2017
10,11,1,25,25,64,DC,2017
11,12,1,19,23,62,DC,2017
12,13,1,28,23,63,DC,2017
13,14,1,15,14,63,DC,2017
14,15,1,45,25,72,DC,2017
15,16,1,38,25,65,DC,2017
16,17,1,17,13,45,DC,2017
17,18,1,16,15,56,DC,2017
18,19,1,12,16,46,DC,2017
19,20,1,14,13,56,DC,2017
20,21,1,48,55,73,DC,2017
21,22,1,34,22,72,DC,2017
22,23,1,6,8,30,DC,2017
23,24,1,15,13,52,DC,2017
24,25,1,11,11,43,DC,2017
25,26,1,45,21,68,DC,2017
26,27,1,17,16,51,DC,2017
27,28,1,50,24,68,DC,2017
28,29,1,30,22,69,DC,2017
29,30,1,19,8,54,DC,2017
30,31,1,20,14,58,DC,2017
31,1,2,17,20,57,DC,2017
32,2,2,12,10,44,DC,2017
33,3,2,12,11,50,DC,2017
34,4,2,28,15,74,DC,2017
35,5,2,38,22,82,DC,2017
36,6,2,10,11,48,DC,2017
37,7,2,9,8,42,DC,2017
38,8,2,15,18,44,DC,2017
39,9,2,13,7,41,DC,2017
40,10,2,17,14,60,DC,2017
41,11,2,19,13,70,DC,2017
42,12,2,28,20,71,DC,2017
43,13,2,8,8,37,DC,2017
44,14,2,21,12,53,DC,2017
45,15,2,15,21,47,DC,2017
46,16,2,14,13,45,DC,2017
47,17,2,36,28,61,DC,2017
48,18,2,71,55,70,DC,2017
49,19,2,48,40,75,DC,2017
50,20,2,33,31,63,DC,2017
51,21,2,21,12,65,DC,2017
52,22,2,18,18,61,DC,2017
53,23,2,17,18,61,DC,2017
54,24,2,21,23,60,DC,2017
55,25,2,20,16,62,DC,2017
56,26,2,23,18,68,DC,2017
57,27,2,14,14,58,DC,2017
58,28,2,18,20,65,DC,2017
59,1,3,18,13,54,DC,2017
60,2,3,8,9,43,DC,2017
61,3,3,13,16,52,DC,2017
62,4,3,26,18,75,DC,2017
63,5,3,21,22,67,DC,2017
64,6,3,15,14,66,DC,2017
65,7,3,9,12,58,DC,2017
66,8,3,14,16,54,DC,2017
67,9,3,27,19,71,DC,2017
68,10,3,4,9,42,DC,2017
69,11,3,19,17,49,DC,2017
70,12,3,11,13,58,DC,2017
71,13,3,7,15,61,DC,2017
72,14,3,10,12,42,DC,2017
73,15,3,11,13,42,DC,2017
74,16,3,11,15,45,DC,2017
75,17,3,8,11,46,DC,2017
76,18,3,25,31,79,DC,2017
77,19,3,35,27,80,DC,2017
78,20,3,17,18,66,DC,2017
79,21,3,14,16,68,DC,2017
80,22,3,8,10,40,DC,2017
81,23,3,13,14,52,DC,2017
82,24,3,13,15,54,DC,2017
83,25,3,37,31,91,DC,2017
84,26,3,45,41,90,DC,2017
85,27,3,30,29,88,DC,2017
86,28,3,17,22,72,DC,2017
87,29,3,21,26,68,DC,2017
88,30,3,22,22,92,DC,2017
89,31,3,11,13,63,DC,2017
90,1,4,52,44,99,DC,2017
91,2,4,34,32,89,DC,2017
92,3,4,22,23,86,DC,2017
93,4,4,31,31,87,DC,2017
94,5,4,33,37,88,DC,2017
95,6,4,22,19,78,DC,2017
96,7,4,17,16,82,DC,2017
97,8,4,41,32,83,DC,2017
98,9,4,46,35,92,DC,2017
99,10,4,30,26,78,DC,2017
100,11,4,31,24,69,DC,2017
101,12,4,30,25,82,DC,2017
102,13,4,32,26,84,DC,2017
103,14,4,48,26,85,DC,2017
104,15,4,37,30,91,DC,2017
105,16,4,46,38,93,DC,2017
106,17,4,19,22,75,DC,2017
107,18,4,28,29,75,DC,2017
108,19,4,35,22,73,DC,2017
109,20,4,24,28,79,DC,2017
110,21,4,38,30,97,DC,2017
111,22,4,51,43,102,DC,2017
112,23,4,70,48,118,DC,2017
113,24,4,21,19,83,DC,2017
114,25,4,13,13,67,DC,2017
115,26,4,35,32,96,DC,2017
116,27,4,48,41,103,DC,2017
117,28,4,51,43,103,DC,2017
118,29,4,69,52,109,DC,2017
119,30,4,72,58,115,DC,2017
120,1,5,39,27,103,DC,2017
121,2,5,51,39,113,DC,2017
122,3,5,54,39,113,DC,2017
123,4,5,50,42,111,DC,2017
124,5,5,21,23,105,DC,2017
125,6,5,56,33,115,DC,2017
126,7,5,53,40,121,DC,2017
127,8,5,29,23,99,DC,2017
128,9,5,31,27,97,DC,2017
129,10,5,37,31,94,DC,2017
130,11,5,14,17,89,DC,2017
131,12,5,27,29,103,DC,2017
132,13,5,52,51,118,DC,2017
133,14,5,72,64,117,DC,2017
134,15,5,40,37,109,DC,2017
135,16,5,62,47,112,DC,2017
136,17,5,34,30,93,DC,2017
137,18,5,26,30,94,DC,2017
138,19,5,18,21,84,DC,2017
139,20,5,34,28,96,DC,2017
140,21,5,49,44,110,DC,2017
141,22,5,16,15,83,DC,2017
142,23,5,23,21,81,DC,2017
143,24,5,17,28,80,DC,2017
144,25,5,18,21,72,DC,2017
145,26,5,23,23,73,DC,2017
146,27,5,26,25,98,DC,2017
147,28,5,15,15,76,DC,2017
148,29,5,24,19,93,DC,2017
149,30,5,12,17,67,DC,2017
150,31,5,23,21,81,DC,2017
151,1,6,21,22,70,DC,2017
152,2,6,15,16,52,DC,2017
153,3,6,24,22,75,DC,2017
154,4,6,14,17,66,DC,2017
155,5,6,9,9,50,DC,2017
156,6,6,14,18,59,DC,2017
157,7,6,8,12,53,DC,2017
158,8,6,11,12,47,DC,2017
159,9,6,15,17,57,DC,2017
160,10,6,6,10,62,DC,2017
161,11,6,26,18,74,DC,2017
162,12,6,8,11,55,DC,2017
163,13,6,23,13,56,DC,2017
164,14,6,18,18,57,DC,2017
165,15,6,10,10,52,DC,2017
166,16,6,11,11,59,DC,2017
167,17,6,32,17,84,DC,2017
168,18,6,20,23,78,DC,2017
169,19,6,11,13,64,DC,2017
170,20,6,12,12,56,DC,2017
171,21,6,14,13,62,DC,2017
172,22,6,10,13,61,DC,2017
173,23,6,10,15,58,DC,2017
174,24,6,13,10,66,DC,2017
175,25,6,12,12,62,DC,2017
176,26,6,11,12,45,DC,2017
177,27,6,12,13,59,DC,2017
178,28,6,11,15,58,DC,2017
179,29,6,9,12,53,DC,2017
180,30,6,9,8,44,DC,2017
181,1,7,8,8,65,DC,2017
182,2,7,19,21,73,DC,2017
183,3,7,10,12,66,DC,2017
184,4,7,12,14,68,DC,2017
185,5,7,13,11,59,DC,2017
186,6,7,8,10,46,DC,2017
187,7,7,13,15,60,DC,2017
188,8,7,16,17,55,DC,2017
189,9,7,10,11,72,DC,2017
190,10,7,13,12,56,DC,2017
191,11,7,7,9,50,DC,2017
192,12,7,8,9,30,DC,2017
193,13,7,6,8,41,DC,2017
194,14,7,4,8,40,DC,2017
195,15,7,13,16,63,DC,2017
196,16,7,14,12,55,DC,2017
197,17,7,6,7,43,DC,2017
198,18,7,5,5,36,DC,2017
199,19,7,10,11,51,DC,2017
200,20,7,8,9,46,DC,2017
201,21,7,7,11,43,DC,2017
202,22,7,6,7,47,DC,2017
203,23,7,5,6,52,DC,2017
204,24,7,8,5,37,DC,2017
205,25,7,7,9,56,DC,2017
206,26,7,10,10,36,DC,2017
207,27,7,9,14,52,DC,2017
208,28,7,7,12,58,DC,2017
209,29,7,7,9,51,DC,2017
210,30,7,9,13,44,DC,2017
211,31,7,15,12,46,DC,2017
212,1,8,7,10,48,DC,2017
213,2,8,11,13,50,DC,2017
214,3,8,7,11,44,DC,2017
215,4,8,12,14,52,DC,2017
216,5,8,7,7,51,DC,2017
217,6,8,10,13,59,DC,2017
218,7,8,7,6,46,DC,2017
219,8,8,20,16,66,DC,2017
220,9,8,12,12,56,DC,2017
221,10,8,10,10,48,DC,2017
222,11,8,13,11,55,DC,2017
223,12,8,17,16,59,DC,2017
224,13,8,10,8,61,DC,2017
225,14,8,12,12,56,DC,2017
226,15,8,6,8,42,DC,2017
227,16,8,6,8,45,DC,2017
228,17,8,7,11,46,DC,2017
229,18,8,8,9,62,DC,2017
230,19,8,8,8,71,DC,2017
231,20,8,13,15,68,DC,2017
232,21,8,10,11,47,DC,2017
233,22,8,9,10,59,DC,2017
234,23,8,15,15,63,DC,2017
235,24,8,18,18,72,DC,2017
236,25,8,20,22,65,DC,2017
237,26,8,21,25,80,DC,2017
238,27,8,28,20,82,DC,2017
239,28,8,19,18,73,DC,2017
240,29,8,4,4,49,DC,2017
241,30,8,19,20,70,DC,2017
242,31,8,10,13,54,DC,2017
243,1,9,18,17,66,DC,2017
244,2,9,13,10,68,DC,2017
245,3,9,44,25,96,DC,2017
246,4,9,63,58,97,DC,2017
247,5,9,41,34,78,DC,2017
248,6,9,12,16,60,DC,2017
249,7,9,27,29,80,DC,2017
250,8,9,28,27,82,DC,2017
251,9,9,64,53,120,DC,2017
252,10,9,60,43,110,DC,2017
253,11,9,22,23,87,DC,2017
254,12,9,19,17,83,DC,2017
255,13,9,6,10,52,DC,2017
256,14,9,25,22,79,DC,2017
257,15,9,15,15,79,DC,2017
258,16,9,15,18,104,DC,2017
259,17,9,27,21,104,DC,2017
260,18,9,19,18,66,DC,2017
261,19,9,15,19,73,DC,2017
262,20,9,15,18,54,DC,2017
263,21,9,11,9,67,DC,2017
264,22,9,16,19,71,DC,2017
265,23,9,14,16,92,DC,2017
266,24,9,14,17,79,DC,2017
267,25,9,15,15,50,DC,2017
268,26,9,12,12,63,DC,2017
269,27,9,19,21,68,DC,2017
270,28,9,8,11,59,DC,2017
271,29,9,28,31,89,DC,2017
272,30,9,25,24,104,DC,2017
273,1,10,31,29,99,DC,2017
274,2,10,14,13,71,DC,2017
275,3,10,16,15,80,DC,2017
276,4,10,17,20,63,DC,2017
277,5,10,19,16,73,DC,2017
278,6,10,17,18,51,DC,2017
279,7,10,15,18,71,DC,2017
280,8,10,24,22,79,DC,2017
281,9,10,20,12,62,DC,2017
282,10,10,21,17,81,DC,2017
283,11,10,22,21,93,DC,2017
284,12,10,17,17,74,DC,2017
285,13,10,13,17,85,DC,2017
286,14,10,55,46,100,DC,2017
287,15,10,21,24,84,DC,2017
288,16,10,15,16,69,DC,2017
289,17,10,22,22,81,DC,2017
290,18,10,24,27,79,DC,2017
291,19,10,14,19,70,DC,2017
292,20,10,26,25,79,DC,2017
293,21,10,18,19,73,DC,2017
294,22,10,14,14,68,DC,2017
295,23,10,9,11,54,DC,2017
296,24,10,22,21,57,DC,2017
297,25,10,16,16,51,DC,2017
298,26,10,20,19,62,DC,2017
299,27,10,17,17,57,DC,2017
300,28,10,20,17,79,DC,2017
301,29,10,16,16,73,DC,2017
302,30,10,12,15,52,DC,2017
303,31,10,15,15,57,DC,2017
304,1,11,29,18,72,DC,2017
305,2,11,13,14,56,DC,2017
306,3,11,15,16,51,DC,2017
307,4,11,21,18,82,DC,2017
308,5,11,21,12,86,DC,2017
309,6,11,9,11,51,DC,2017
310,7,11,12,12,63,DC,2017
311,8,11,12,14,59,DC,2017
312,9,11,19,13,66,DC,2017
313,10,11,19,18,74,DC,2017
314,11,11,26,24,74,DC,2017
315,12,11,30,22,89,DC,2017
316,13,11,14,13,65,DC,2017
317,14,11,16,16,61,DC,2017
318,15,11,23,22,62,DC,2017
319,16,11,28,18,71,DC,2017
320,17,11,16,15,53,DC,2017
321,18,11,33,27,66,DC,2017
322,19,11,10,8,48,DC,2017
323,20,11,10,11,53,DC,2017
324,21,11,19,15,59,DC,2017
325,22,11,21,17,61,DC,2017
326,23,11,12,12,56,DC,2017
327,24,11,18,20,66,DC,2017
328,25,11,19,24,72,DC,2017
329,26,11,10,13,52,DC,2017
330,27,11,16,17,58,DC,2017
331,28,11,18,6,62,DC,2017
332,29,11,16,17,45,DC,2017
333,30,11,8,15,52,DC,2017
334,1,12,11,9,47,DC,2017
335,2,12,25,22,65,DC,2017
336,3,12,19,18,71,DC,2017
337,4,12,11,12,55,DC,2017
338,5,12,13,11,64,DC,2017
339,6,12,10,10,54,DC,2017
340,7,12,26,18,63,DC,2017
341,8,12,21,22,48,DC,2017
342,9,12,33,19,65,DC,2017
343,10,12,29,28,72,DC,2017
344,11,12,30,16,72,DC,2017
345,12,12,10,13,55,DC,2017
346,13,12,10,12,49,DC,2017
347,14,12,14,15,57,DC,2017
348,15,12,22,15,71,DC,2017
349,16,12,72,53,94,DC,2017
350,17,12,13,13,71,DC,2017
351,18,12,19,14,52,DC,2017
352,19,12,17,21,59,DC,2017
353,20,12,14,16,56,DC,2017
354,21,12,21,14,66,DC,2017
355,22,12,9,12,51,DC,2017
356,23,12,6,6,33,DC,2017
357,24,12,11,8,55,DC,2017
358,25,12,7,6,31,DC,2017
359,26,12,11,12,39,DC,2017
360,27,12,11,11,55,DC,2017
361,28,12,6,9,32,DC,2017
362,29,12,11,14,66,DC,2017
363,30,12,17,13,65,DC,2017
364,31,12,8,7,59,DC,2017
0,1,1,130,56,124,DE,2016
1,2,1,116,56,119,DE,2016
2,3,1,69,42,120,DE,2016
3,4,1,57,34,109,DE,2016
4,5,1,39,25,92,DE,2016
5,6,1,31,23,102,DE,2016
6,7,1,32,28,90,DE,2016
7,8,1,44,24,96,DE,2016
8,9,1,164,54,129,DE,2016
9,10,1,60,31,94,DE,2016
10,11,1,31,20,80,DE,2016
11,12,1,52,32,100,DE,2016
12,13,1,26,18,84,DE,2016
13,14,1,45,26,111,DE,2016
14,15,1,49,29,98,DE,2016
15,16,1,123,54,115,DE,2016
16,17,1,58,45,106,DE,2016
17,18,1,42,31,83,DE,2016
18,19,1,30,20,61,DE,2016
19,20,1,20,19,56,DE,2016
20,21,1,20,21,78,DE,2016
21,22,1,35,21,78,DE,2016
22,23,1,24,25,48,DE,2016
23,24,1,18,23,62,DE,2016
24,25,1,27,22,84,DE,2016
25,26,1,55,22,99,DE,2016
26,27,1,34,21,89,DE,2016
27,28,1,27,22,65,DE,2016
28,29,1,50,28,98,DE,2016
29,30,1,79,45,113,DE,2016
30,31,1,69,33,111,DE,2016
31,1,2,53,27,105,DE,2016
32,2,2,44,27,88,DE,2016
33,3,2,20,14,73,DE,2016
34,4,2,26,25,81,DE,2016
35,5,2,23,24,68,DE,2016
36,6,2,108,70,111,DE,2016
37,7,2,111,38,118,DE,2016
38,8,2,31,26,87,DE,2016
39,9,2,15,12,44,DE,2016
40,10,2,17,19,49,DE,2016
41,11,2,24,19,67,DE,2016
42,12,2,168,111,113,DE,2016
43,13,2,193,136,94,DE,2016
44,14,2,191,135,100,DE,2016
45,15,2,135,116,81,DE,2016
46,16,2,15,15,55,DE,2016
47,17,2,21,19,77,DE,2016
48,18,2,34,25,85,DE,2016
49,19,2,46,26,92,DE,2016
50,20,2,191,68,127,DE,2016
51,21,2,71,44,108,DE,2016
52,22,2,40,30,90,DE,2016
53,23,2,18,15,60,DE,2016
54,24,2,16,17,54,DE,2016
55,25,2,47,26,98,DE,2016
56,26,2,31,20,83,DE,2016
57,27,2,202,51,125,DE,2016
58,28,2,133,56,127,DE,2016
59,29,2,43,28,103,DE,2016
60,1,3,40,23,105,DE,2016
61,2,3,14,17,54,DE,2016
62,3,3,34,22,82,DE,2016
63,4,3,28,23,65,DE,2016
64,5,3,98,39,120,DE,2016
65,6,3,62,32,109,DE,2016
66,7,3,31,34,91,DE,2016
67,8,3,40,32,106,DE,2016
68,9,3,62,38,107,DE,2016
69,10,3,53,33,114,DE,2016
70,11,3,49,37,108,DE,2016
71,12,3,60,39,120,DE,2016
72,13,3,72,36,116,DE,2016
73,14,3,25,20,94,DE,2016
74,15,3,25,22,92,DE,2016
75,16,3,60,38,109,DE,2016
76,17,3,42,33,109,DE,2016
77,18,3,62,39,121,DE,2016
78,19,3,91,41,125,DE,2016
79,20,3,30,29,91,DE,2016
80,21,3,18,21,80,DE,2016
81,22,3,36,25,111,DE,2016
82,23,3,33,32,98,DE,2016
83,24,3,92,48,118,DE,2016
84,25,3,69,43,112,DE,2016
85,26,3,215,70,136,DE,2016
86,27,3,61,35,110,DE,2016
87,28,3,15,18,76,DE,2016
88,29,3,33,22,98,DE,2016
89,30,3,29,26,97,DE,2016
90,31,3,50,27,116,DE,2016
91,1,4,38,31,113,DE,2016
92,2,4,57,39,118,DE,2016
93,3,4,25,24,94,DE,2016
94,4,4,25,24,100,DE,2016
95,5,4,22,20,65,DE,2016
96,6,4,38,29,101,DE,2016
97,7,4,28,22,88,DE,2016
98,8,4,72,30,130,DE,2016
99,9,4,42,22,105,DE,2016
100,10,4,105,43,139,DE,2016
101,11,4,49,35,120,DE,2016
102,12,4,38,30,94,DE,2016
103,13,4,77,44,133,DE,2016
104,14,4,50,32,116,DE,2016
105,15,4,56,29,134,DE,2016
106,16,4,87,56,148,DE,2016
107,17,4,47,42,140,DE,2016
108,18,4,39,33,119,DE,2016
109,19,4,43,36,118,DE,2016
110,20,4,69,48,151,DE,2016
111,21,4,59,44,138,DE,2016
112,22,4,78,48,160,DE,2016
